platform,vehicle_class,time_period,day_name,is_weekend,Distance(KM),price_mean,price_median,price_min,price_max,ride_count,discount_count
PickMe,Premium,Evening Rush,Sunday,True,4,912.97,912.97,909.93,916.01,4.0,0.0
PickMe,Premium,Evening Rush,Sunday,True,5,1053.25,1053.25,1049.94,1056.56,4.0,0.0
PickMe,Premium,Evening Rush,Sunday,True,6,1213.96,1213.96,1210.81,1217.1,4.0,0.0
PickMe,Premium,Evening Rush,Sunday,True,7,1380.93,1380.93,1376.97,1384.88,4.0,0.0
PickMe,Premium,Evening Rush,Sunday,True,8,1544.88,1544.88,1544.51,1545.26,4.0,0.0
PickMe,Premium,Evening Rush,Sunday,True,9,1701.47,1701.47,1697.52,1705.42,4.0,0.0
PickMe,Premium,Evening Rush,Sunday,True,10,1857.86,1857.86,1850.57,1865.16,4.0,0.0
PickMe,Premium,Evening Rush,Sunday,True,11,2011.84,2011.84,2008.23,2015.45,4.0,0.0
PickMe,Premium,Evening Rush,Sunday,True,12,2176.71,2176.71,2173.6,2179.82,4.0,0.0
PickMe,Premium,Evening Rush,Sunday,True,13,2328.61,2328.61,2328.19,2329.03,4.0,0.0
PickMe,Premium,Evening Rush,Sunday,True,14,2493.12,2493.12,2491.62,2494.62,4.0,0.0
PickMe,Premium,Evening Rush,Sunday,True,15,2647.73,2647.73,2646.88,2648.57,4.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,1,640.9,641.0,639.83,641.83,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,2,655.76,655.21,654.31,657.64,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,3,732.84,751.84,608.27,758.92,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,4,890.2,912.34,730.15,920.49,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,5,1034.88,1060.39,850.31,1066.91,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,6,1189.22,1219.59,976.89,1229.19,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,7,1351.4,1387.9,1102.12,1390.77,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,8,1510.02,1550.11,1226.61,1553.45,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,9,1656.54,1697.76,1351.55,1710.89,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,10,1829.07,1859.92,1596.86,1872.8,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,11,1964.48,2017.06,1600.74,2029.13,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,12,2123.9,2181.36,1728.02,2192.79,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,13,2282.9,2347.9,1844.41,2354.89,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,14,2439.18,2502.8,2008.61,2515.45,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,15,2402.32,2552.84,1873.52,2678.22,8.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,16,2826.64,2826.64,2825.91,2827.36,2.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,17,2994.61,2994.61,2989.9,2999.32,2.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,18,3153.06,3153.06,3151.1,3155.01,2.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,19,3320.54,3320.54,3315.33,3325.75,2.0,0.0
PickMe,Premium,Evening Rush,Tuesday,False,20,3477.8,3477.8,3477.39,3478.2,2.0,0.0
PickMe,Premium,Late Night,Friday,False,1,656.95,685.37,533.41,686.24,16.0,0.0
PickMe,Premium,Late Night,Friday,False,2,677.09,696.28,543.66,697.16,16.0,0.0
PickMe,Premium,Late Night,Friday,False,3,698.7,705.24,602.88,707.23,16.0,0.0
PickMe,Premium,Late Night,Friday,False,4,773.75,776.81,721.32,782.33,16.0,0.0
PickMe,Premium,Late Night,Friday,False,5,893.73,896.5,843.31,902.59,16.0,0.0
PickMe,Premium,Late Night,Friday,False,6,1015.42,1018.94,965.39,1025.32,16.0,0.0
PickMe,Premium,Late Night,Friday,False,7,1138.61,1142.28,1082.2,1149.67,16.0,0.0
PickMe,Premium,Late Night,Friday,False,8,1282.11,1299.36,1207.29,1302.39,16.0,0.0
PickMe,Premium,Late Night,Friday,False,9,1440.25,1445.53,1339.64,1462.17,16.0,0.0
PickMe,Premium,Late Night,Friday,False,10,1595.88,1596.23,1577.54,1605.89,16.0,0.0
PickMe,Premium,Late Night,Friday,False,11,1737.76,1746.76,1588.46,1759.99,16.0,0.0
PickMe,Premium,Late Night,Friday,False,12,1891.25,1905.46,1716.96,1909.04,16.0,0.0
PickMe,Premium,Late Night,Friday,False,13,2035.28,2050.94,1826.62,2061.86,14.0,0.0
PickMe,Premium,Late Night,Friday,False,14,2178.22,2194.48,1975.53,2203.13,16.0,0.0
PickMe,Premium,Late Night,Friday,False,15,2224.11,2328.18,1607.31,2342.14,16.0,0.0
PickMe,Premium,Late Night,Friday,False,16,2470.52,2470.52,2470.37,2470.67,2.0,0.0
PickMe,Premium,Late Night,Friday,False,17,2613.21,2613.21,2611.92,2614.5,2.0,0.0
PickMe,Premium,Late Night,Friday,False,18,2753.8,2753.8,2749.98,2757.61,2.0,0.0
PickMe,Premium,Late Night,Friday,False,19,2891.64,2891.64,2887.86,2895.42,2.0,0.0
PickMe,Premium,Late Night,Friday,False,20,3044.83,3044.83,3041.92,3047.74,2.0,0.0
PickMe,Premium,Late Night,Saturday,True,1,659.7,656.28,533.33,686.24,31.0,0.0
PickMe,Premium,Late Night,Saturday,True,2,671.35,671.3,543.32,698.55,32.0,0.0
PickMe,Premium,Late Night,Saturday,True,3,786.39,779.5,602.71,836.94,32.0,0.0
PickMe,Premium,Late Night,Saturday,True,4,904.52,870.09,720.98,997.48,32.0,0.0
PickMe,Premium,Late Night,Saturday,True,5,1043.08,997.27,843.06,1153.05,32.0,0.0
PickMe,Premium,Late Night,Saturday,True,6,1180.76,1126.29,966.06,1314.17,32.0,0.0
PickMe,Premium,Late Night,Saturday,True,7,1320.52,1255.77,1082.12,1472.19,32.0,0.0
PickMe,Premium,Late Night,Saturday,True,8,1477.46,1412.92,1207.12,1627.42,32.0,0.0
PickMe,Premium,Late Night,Saturday,True,9,1627.16,1565.97,1339.31,1791.66,32.0,0.0
PickMe,Premium,Late Night,Saturday,True,10,1786.65,1727.21,1586.95,1944.02,32.0,0.0
PickMe,Premium,Late Night,Saturday,True,11,1948.16,1948.26,1586.96,2377.88,32.0,0.0
PickMe,Premium,Late Night,Saturday,True,12,2074.55,1967.68,1715.96,2377.88,32.0,0.0
PickMe,Premium,Late Night,Saturday,True,13,2238.5,2172.32,1824.54,2413.2,31.0,0.0
PickMe,Premium,Late Night,Saturday,True,14,2395.12,2314.04,1973.28,2724.46,32.0,0.0
PickMe,Premium,Late Night,Saturday,True,15,2418.73,2396.6,1668.65,2732.86,29.0,0.0
PickMe,Premium,Late Night,Saturday,True,16,2706.92,2707.0,2530.76,2882.9,4.0,0.0
PickMe,Premium,Late Night,Saturday,True,17,2854.13,2853.15,2669.75,3040.46,4.0,0.0
PickMe,Premium,Late Night,Saturday,True,18,3003.71,3004.14,2806.65,3199.91,4.0,0.0
PickMe,Premium,Late Night,Saturday,True,19,3153.98,3154.41,2951.36,3355.72,4.0,0.0
PickMe,Premium,Late Night,Saturday,True,20,3308.08,3309.38,3097.09,3516.46,4.0,0.0
PickMe,Premium,Late Night,Sunday,True,1,665.28,673.72,550.66,686.08,12.0,0.0
PickMe,Premium,Late Night,Sunday,True,2,678.73,696.47,561.57,698.56,11.0,0.0
PickMe,Premium,Late Night,Sunday,True,3,771.91,767.39,653.56,837.69,12.0,0.0
PickMe,Premium,Late Night,Sunday,True,4,871.47,841.13,777.98,993.46,12.0,0.0
PickMe,Premium,Late Night,Sunday,True,5,1002.08,960.74,905.98,1150.87,12.0,0.0
PickMe,Premium,Late Night,Sunday,True,6,1132.85,1081.67,1033.89,1313.08,12.0,0.0
PickMe,Premium,Late Night,Sunday,True,7,1264.56,1205.86,1156.96,1465.81,12.0,0.0
PickMe,Premium,Late Night,Sunday,True,8,1420.73,1363.65,1292.05,1624.36,12.0,0.0
PickMe,Premium,Late Night,Sunday,True,9,1571.43,1515.58,1433.75,1781.17,12.0,0.0
PickMe,Premium,Late Night,Sunday,True,10,1744.26,1690.65,1657.39,1939.09,10.0,0.0
PickMe,Premium,Late Night,Sunday,True,11,1870.18,1814.86,1701.94,2097.33,12.0,0.0
PickMe,Premium,Late Night,Sunday,True,12,2026.63,1968.0,1843.38,2258.58,12.0,0.0
PickMe,Premium,Late Night,Sunday,True,13,2171.37,2113.27,1956.86,2414.11,12.0,0.0
PickMe,Premium,Late Night,Sunday,True,14,2318.82,2256.16,2119.43,2577.9,12.0,0.0
PickMe,Premium,Late Night,Sunday,True,15,2460.21,2393.19,2258.18,2733.36,12.0,0.0
PickMe,Premium,Late Night,Sunday,True,16,2882.14,2882.14,2881.56,2882.71,2.0,0.0
PickMe,Premium,Late Night,Sunday,True,17,3037.71,3037.71,3034.38,3041.04,2.0,0.0
PickMe,Premium,Late Night,Sunday,True,18,3195.25,3195.25,3191.34,3199.16,2.0,0.0
PickMe,Premium,Late Night,Sunday,True,19,3352.32,3352.32,3349.58,3355.05,2.0,0.0
PickMe,Premium,Late Night,Sunday,True,20,3514.4,3514.4,3511.67,3517.13,2.0,0.0
PickMe,Premium,Late Night,Tuesday,False,1,655.97,648.87,533.83,686.91,20.0,0.0
PickMe,Premium,Late Night,Tuesday,False,2,668.53,663.67,544.66,699.97,20.0,0.0
PickMe,Premium,Late Night,Tuesday,False,3,795.72,809.64,603.79,836.45,20.0,0.0
PickMe,Premium,Late Night,Tuesday,False,4,924.44,943.69,721.65,996.98,20.0,0.0
PickMe,Premium,Late Night,Tuesday,False,5,1067.67,1089.83,843.73,1152.88,20.0,0.0
PickMe,Premium,Late Night,Tuesday,False,6,1208.73,1237.52,965.98,1310.19,20.0,0.0
PickMe,Premium,Late Night,Tuesday,False,7,1353.48,1384.21,1082.87,1471.27,20.0,0.0
PickMe,Premium,Late Night,Tuesday,False,8,1510.72,1543.46,1208.04,1626.33,20.0,0.0
PickMe,Premium,Late Night,Tuesday,False,9,1659.23,1693.03,1340.47,1789.99,20.0,0.0
PickMe,Premium,Late Night,Tuesday,False,10,1819.77,1850.48,1588.37,1941.94,20.0,0.0
PickMe,Premium,Late Night,Tuesday,False,11,1966.02,2003.55,1589.2,2100.92,20.0,0.0
PickMe,Premium,Late Night,Tuesday,False,12,2108.73,2080.87,1717.46,2257.54,18.0,0.0
PickMe,Premium,Late Night,Tuesday,False,13,2274.41,2317.76,1827.87,2409.06,20.0,0.0
PickMe,Premium,Late Night,Tuesday,False,14,2426.75,2471.48,1976.95,2571.57,20.0,0.0
PickMe,Premium,Late Night,Tuesday,False,15,2423.93,2526.03,1669.31,2725.25,20.0,0.0
PickMe,Premium,Late Night,Tuesday,False,16,2534.6,2534.6,2533.87,2535.34,2.0,0.0
PickMe,Premium,Late Night,Tuesday,False,17,2673.79,2673.79,2672.0,2675.58,2.0,0.0
PickMe,Premium,Late Night,Tuesday,False,18,2814.67,2814.67,2810.98,2818.36,2.0,0.0
PickMe,Premium,Late Night,Tuesday,False,19,2957.26,2957.26,2953.95,2960.58,2.0,0.0
PickMe,Premium,Late Night,Tuesday,False,20,3102.34,3102.34,3098.59,3106.08,2.0,0.0
PickMe,Premium,Late Night,Wednesday,False,1,638.88,648.56,550.41,649.49,10.0,0.0
PickMe,Premium,Late Night,Wednesday,False,2,652.5,661.77,561.16,666.55,10.0,0.0
PickMe,Premium,Late Night,Wednesday,False,3,827.66,828.75,805.39,836.78,9.0,0.0
PickMe,Premium,Late Night,Wednesday,False,4,967.75,987.42,777.4,996.88,10.0,0.0
PickMe,Premium,Late Night,Wednesday,False,5,1125.5,1150.29,905.31,1153.3,10.0,0.0
PickMe,Premium,Late Night,Wednesday,False,6,1276.08,1301.99,1033.22,1310.61,10.0,0.0
PickMe,Premium,Late Night,Wednesday,False,7,1433.89,1463.54,1155.96,1471.69,10.0,0.0
PickMe,Premium,Late Night,Wednesday,False,8,1619.92,1623.36,1291.05,1775.19,10.0,0.0
PickMe,Premium,Late Night,Wednesday,False,9,1741.0,1773.04,1433.09,1789.83,10.0,0.0
PickMe,Premium,Late Night,Wednesday,False,10,1909.23,1931.46,1701.33,1941.78,10.0,0.0
PickMe,Premium,Late Night,Wednesday,False,11,2048.32,2084.61,1700.69,2100.67,10.0,0.0
PickMe,Premium,Late Night,Wednesday,False,12,2205.79,2247.58,1841.8,2252.14,10.0,0.0
PickMe,Premium,Late Night,Wednesday,False,13,2355.62,2400.41,1955.61,2407.64,10.0,0.0
PickMe,Premium,Late Night,Wednesday,False,14,2513.91,2559.71,2118.09,2562.8,10.0,0.0
PickMe,Premium,Late Night,Wednesday,False,15,2511.58,2701.33,1943.26,2722.3,10.0,0.0
PickMe,Premium,Midday,Friday,False,1,608.78,632.37,537.91,632.99,16.0,0.0
PickMe,Premium,Midday,Friday,False,2,633.77,644.49,549.32,645.24,18.0,0.0
PickMe,Premium,Midday,Friday,False,3,637.17,656.57,561.46,659.89,19.0,0.0
PickMe,Premium,Midday,Friday,False,4,712.17,756.52,584.31,763.16,19.0,0.0
PickMe,Premium,Midday,Friday,False,5,847.11,906.64,616.39,910.99,19.0,0.0
PickMe,Premium,Midday,Saturday,True,1,632.72,632.79,632.41,632.91,8.0,0.0
PickMe,Premium,Midday,Saturday,True,2,645.05,645.16,644.57,645.32,8.0,0.0
PickMe,Premium,Midday,Saturday,True,3,658.15,657.74,656.48,660.64,8.0,0.0
PickMe,Premium,Midday,Saturday,True,4,757.52,757.96,752.54,761.63,8.0,0.0
PickMe,Premium,Midday,Saturday,True,5,905.87,906.04,899.91,911.5,8.0,0.0
PickMe,Premium,Midday,Saturday,True,6,1053.89,1054.21,1050.32,1056.81,8.0,0.0
PickMe,Premium,Midday,Saturday,True,7,1205.51,1208.33,1198.98,1209.21,6.0,0.0
PickMe,Premium,Midday,Saturday,True,8,1358.63,1358.34,1355.24,1362.58,8.0,0.0
PickMe,Premium,Midday,Saturday,True,9,1535.4,1535.3,1527.71,1543.28,8.0,0.0
PickMe,Premium,Midday,Saturday,True,10,1701.93,1700.82,1693.64,1712.43,8.0,0.0
PickMe,Premium,Midday,Saturday,True,11,1844.0,1848.91,1826.84,1851.32,8.0,0.0
PickMe,Premium,Midday,Saturday,True,12,2002.95,2001.08,1998.56,2011.08,8.0,0.0
PickMe,Premium,Midday,Saturday,True,13,2142.54,2141.05,2138.21,2148.35,6.0,0.0
PickMe,Premium,Midday,Saturday,True,14,2293.44,2296.08,2276.94,2304.67,8.0,0.0
PickMe,Premium,Midday,Saturday,True,15,2439.84,2444.11,2419.66,2451.46,8.0,0.0
PickMe,Premium,Midday,Sunday,True,1,584.58,584.58,537.99,631.16,2.0,0.0
PickMe,Premium,Midday,Sunday,True,2,595.7,595.7,549.41,641.99,2.0,0.0
PickMe,Premium,Midday,Sunday,True,3,605.72,605.72,561.29,650.15,2.0,0.0
PickMe,Premium,Midday,Sunday,True,4,664.12,664.12,584.4,743.83,2.0,0.0
PickMe,Premium,Midday,Sunday,True,5,758.72,758.72,616.48,900.95,2.0,0.0
PickMe,Premium,Midday,Sunday,True,6,875.96,875.96,718.06,1033.87,2.0,0.0
PickMe,Premium,Midday,Sunday,True,7,1002.73,1002.73,817.17,1188.29,2.0,0.0
PickMe,Premium,Midday,Sunday,True,8,1131.6,1131.6,919.74,1343.47,2.0,0.0
PickMe,Premium,Midday,Sunday,True,9,1267.77,1267.77,1025.13,1510.4,2.0,0.0
PickMe,Premium,Midday,Sunday,True,10,1450.69,1450.69,1235.03,1666.35,2.0,0.0
PickMe,Premium,Midday,Sunday,True,11,1524.35,1524.35,1236.24,1812.46,2.0,0.0
PickMe,Premium,Midday,Sunday,True,12,1658.31,1658.31,1355.45,1961.17,2.0,0.0
PickMe,Premium,Midday,Sunday,True,13,1784.21,1784.21,1463.01,2105.41,2.0,0.0
PickMe,Premium,Midday,Sunday,True,14,1925.3,1925.3,1602.86,2247.74,2.0,0.0
PickMe,Premium,Midday,Sunday,True,15,2058.28,2058.28,1725.22,2391.34,2.0,0.0
PickMe,Premium,Midday,Tuesday,False,1,608.55,631.76,537.91,633.24,26.0,0.0
PickMe,Premium,Midday,Tuesday,False,2,715.96,644.14,549.41,2749.69,26.0,0.0
PickMe,Premium,Midday,Tuesday,False,3,646.81,655.69,561.46,660.89,26.0,0.0
PickMe,Premium,Midday,Tuesday,False,4,737.66,756.47,584.23,762.41,26.0,0.0
PickMe,Premium,Midday,Tuesday,False,5,873.37,903.89,616.23,910.07,26.0,0.0
PickMe,Premium,Midday,Tuesday,False,6,1013.76,1048.66,718.72,1062.98,26.0,0.0
PickMe,Premium,Midday,Tuesday,False,7,1158.6,1200.53,817.91,1208.61,26.0,0.0
PickMe,Premium,Midday,Tuesday,False,8,1320.69,1354.04,920.66,1359.74,26.0,0.0
PickMe,Premium,Midday,Tuesday,False,9,1468.61,1520.3,1026.38,1538.36,26.0,0.0
PickMe,Premium,Midday,Tuesday,False,10,1591.94,1687.85,1236.03,1709.1,26.0,0.0
PickMe,Premium,Midday,Tuesday,False,11,1747.08,1837.18,1237.24,1850.44,26.0,0.0
PickMe,Premium,Midday,Tuesday,False,12,1942.85,1993.21,1356.95,2011.01,25.0,0.0
PickMe,Premium,Midday,Tuesday,False,13,2063.51,2143.32,1465.92,2161.51,26.0,0.0
PickMe,Premium,Midday,Tuesday,False,14,2234.23,2292.53,1606.11,2311.0,25.0,0.0
PickMe,Premium,Midday,Tuesday,False,15,2297.59,2438.99,1698.01,2461.9,26.0,0.0
PickMe,Premium,Midday,Tuesday,False,16,2597.26,2597.51,2594.41,2599.61,4.0,0.0
PickMe,Premium,Midday,Tuesday,False,17,2753.56,2753.78,2745.36,2761.35,4.0,0.0
PickMe,Premium,Midday,Tuesday,False,18,2902.43,2902.38,2901.01,2903.93,4.0,0.0
PickMe,Premium,Midday,Tuesday,False,19,3056.64,3056.7,3051.51,3061.64,4.0,0.0
PickMe,Premium,Midday,Tuesday,False,20,3202.61,3202.32,3199.65,3206.15,4.0,0.0
PickMe,Premium,Midday,Wednesday,False,1,626.69,632.18,538.08,633.16,17.0,0.0
PickMe,Premium,Midday,Wednesday,False,2,635.74,643.83,594.24,645.99,18.0,0.0
PickMe,Premium,Midday,Wednesday,False,3,647.63,655.54,561.71,660.39,18.0,0.0
PickMe,Premium,Midday,Wednesday,False,4,738.27,752.44,584.73,762.25,18.0,0.0
PickMe,Premium,Midday,Wednesday,False,5,892.11,905.93,658.56,909.82,18.0,0.0
PickMe,Premium,Midday,Wednesday,False,6,1013.95,1047.81,718.64,1060.81,18.0,0.0
PickMe,Premium,Midday,Wednesday,False,7,1181.28,1200.4,861.46,1206.11,18.0,0.0
PickMe,Premium,Midday,Wednesday,False,8,1305.85,1351.07,920.33,1357.41,18.0,0.0
PickMe,Premium,Midday,Wednesday,False,9,1465.83,1513.17,1026.21,1537.61,18.0,0.0
PickMe,Premium,Midday,Wednesday,False,10,1642.02,1690.55,1236.45,1705.11,18.0,0.0
PickMe,Premium,Midday,Wednesday,False,11,1769.12,1831.92,1237.41,1851.69,18.0,0.0
PickMe,Premium,Midday,Wednesday,False,12,1920.09,1988.92,1358.29,2006.93,18.0,0.0
PickMe,Premium,Midday,Wednesday,False,13,2058.31,2135.85,1466.51,2151.59,17.0,0.0
PickMe,Premium,Midday,Wednesday,False,14,2207.5,2281.21,1606.78,2305.25,18.0,0.0
PickMe,Premium,Midday,Wednesday,False,15,2190.27,2411.02,1697.34,2457.15,18.0,0.0
PickMe,Premium,Midday,Wednesday,False,16,2596.35,2596.35,2594.78,2597.91,2.0,0.0
PickMe,Premium,Midday,Wednesday,False,17,2752.82,2752.82,2748.78,2756.86,2.0,0.0
PickMe,Premium,Midday,Wednesday,False,18,2901.38,2901.38,2899.84,2902.93,2.0,0.0
PickMe,Premium,Midday,Wednesday,False,19,3048.36,3048.36,3047.09,3049.64,2.0,0.0
PickMe,Premium,Midday,Wednesday,False,20,3202.36,3202.36,3201.9,3202.82,2.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,1,643.62,652.12,583.08,653.16,8.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,2,655.25,663.49,594.24,665.9,8.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,3,667.02,675.24,606.3,679.39,8.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,4,736.11,751.27,632.31,754.61,8.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,5,855.88,884.0,659.81,887.36,8.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,6,983.51,1015.06,761.47,1024.66,8.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,7,1132.06,1170.05,862.87,1176.21,8.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,8,1284.35,1329.76,965.95,1333.13,8.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,9,1425.51,1470.58,1074.76,1489.02,8.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,10,1553.58,1584.68,1280.16,1612.98,8.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,11,1684.38,1743.76,1281.76,1749.17,8.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,12,1830.95,1895.07,1394.05,1902.66,8.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,13,1960.2,2037.73,1486.56,2047.93,7.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,14,2107.54,2182.15,1613.66,2190.23,8.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,15,2244.78,2323.03,1722.67,2335.2,8.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,16,2466.81,2466.81,2466.65,2466.97,2.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,17,2617.62,2617.62,2613.13,2622.12,2.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,18,2762.11,2762.11,2761.21,2763.01,2.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,19,2907.48,2907.48,2901.68,2913.29,2.0,0.0
PickMe,Premium,Morning Rush,Saturday,True,20,3050.66,3050.66,3044.74,3056.57,2.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,1,651.83,651.87,651.16,652.41,8.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,2,663.28,663.2,662.99,663.74,8.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,3,674.56,674.36,674.15,675.4,8.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,4,749.57,749.9,745.16,753.33,8.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,5,881.57,882.26,876.18,885.58,8.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,6,1009.26,1009.1,1006.62,1012.2,8.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,7,1164.82,1164.84,1160.62,1168.97,8.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,8,1322.36,1321.89,1320.23,1324.96,6.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,9,1469.13,1468.82,1458.61,1480.27,8.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,10,1594.33,1592.72,1588.47,1603.4,8.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,11,1732.41,1732.56,1726.08,1738.45,8.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,12,1881.28,1881.82,1871.67,1889.81,8.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,13,2024.22,2024.28,2023.81,2024.52,8.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,14,2166.3,2168.14,2158.09,2170.83,8.0,0.0
PickMe,Premium,Morning Rush,Sunday,True,15,2133.38,2310.04,1598.21,2315.22,8.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,1,652.05,652.0,651.74,652.99,10.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,2,664.09,664.08,663.07,665.74,10.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,3,676.04,675.4,674.73,679.47,8.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,4,750.84,751.28,745.62,754.78,10.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,5,884.46,885.12,878.43,889.97,10.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,6,1016.56,1016.52,1011.28,1026.49,10.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,7,1172.63,1173.84,1166.28,1175.81,10.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,8,1327.99,1328.32,1321.97,1332.79,10.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,9,1481.91,1482.6,1471.5,1488.85,10.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,10,1600.86,1599.62,1587.93,1613.06,10.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,11,1739.89,1743.82,1722.41,1747.45,9.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,12,1893.57,1892.83,1885.57,1902.58,10.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,13,2032.19,2034.03,2021.71,2047.85,10.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,14,2175.97,2179.9,2156.44,2191.15,10.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,15,2316.67,2319.47,2292.98,2337.54,10.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,16,2467.43,2467.43,2465.56,2469.3,2.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,17,2618.29,2618.29,2611.21,2625.37,2.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,18,2763.36,2763.36,2761.51,2765.21,2.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,19,2910.06,2910.06,2906.67,2913.46,2.0,0.0
PickMe,Premium,Morning Rush,Tuesday,False,20,3046.94,3046.94,3042.9,3050.99,2.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,1,643.21,651.69,582.83,652.91,8.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,2,654.9,663.36,593.82,665.4,8.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,3,666.76,674.94,605.63,679.06,8.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,4,733.42,747.96,630.9,754.11,8.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,5,856.54,883.9,657.98,888.72,8.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,6,982.1,1013.56,759.81,1024.58,8.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,7,1131.73,1171.38,860.71,1173.75,8.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,8,1278.29,1322.59,963.79,1329.96,8.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,9,1426.4,1474.97,1071.93,1485.28,8.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,10,1553.94,1591.53,1276.16,1607.84,8.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,11,1676.68,1731.85,1278.18,1749.09,8.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,12,1823.84,1886.76,1391.22,1901.33,8.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,13,1943.58,2021.63,1482.64,2036.74,7.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,14,2089.58,2151.19,1609.33,2188.74,8.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,15,2231.31,2300.43,1718.17,2335.54,8.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,16,2466.39,2466.39,2465.48,2467.3,2.0,0.0
PickMe,Premium,Morning Rush,Wednesday,False,17,2617.42,2617.42,2610.8,2624.04,2.0,0.0
